SEXO MASA LONG_ABDO LONG_PALMA CAT_IMC
Muj 56.3 77.6 9 Medio
Muj 62.4 71.3 10.1 Medio
Muj 90.8 88.5 10.7 Alto
Muj 78.2 80 10.8 Medio
Muj 59.7 74.3 10.2 Medio
Muj 58.4 74.1 9.4 Medio
Muj 61.4 79.8 9.8 Medio
Muj 57.5 74.4 9.4 Medio
Muj 57.4 75.2 9.2 Medio
Muj 70.7 91 9.3 Medio
Muj 89.7 96.6 10.3 Alto
Muj 59.9 79.1 9.1 Medio
Muj 49.7 61.7 8.5 Medio
Muj 84.9 85.8 11 Medio
Muj 71.4 83 9.4 Alto
Muj 66.6 72.7 10.4 Medio
Muj 81.4 87.1 9.7 Alto
Muj 68 77.4 8.8 Alto
Muj 62.5 76 9.1 Medio
Muj 57.6 72.5 8.7 Medio
Muj 50.3 72.1 9.3 Bajo
Muj 57 75.6 9.7 Medio
Muj 51.9 70 9.6 Bajo
Muj 51 78.1 9.1 Medio
Muj 63.7 74.3 9.9 Medio
Muj 48.3 64.1 9.3 Bajo
Muj 61.5 85.1 9.6 Medio
Muj 71.5 94.5 9.2 Alto
Muj 76 83 10.2 Medio
Muj 61.3 68.5 9.5 Medio
Muj 83 92.7 9.9 Alto
Muj 61.1 74.5 9.6 Medio
Muj 56.7 76.5 9.3 Medio
Muj 61.6 85.1 10 Medio
Muj 61.9 81.6 9.4 Medio
Muj 68.6 70.6 9.9 Medio
Muj 49 68.6 8.6 Medio
Muj 53.1 66.3 9.1 Medio
Muj 82.7 95.1 9.8 Alto
Muj 95.4 106.7 9.2 Alto
Muj 64.3 74.7 9.4 Medio
Muj 65.8 80.7 10.4 Medio
Muj 68.5 90.3 9.2 Alto
Muj 57.7 77.8 8.3 Medio
Muj 65.8 81 9.6 Medio
Muj 62.6 75.6 9.8 Medio
Muj 66.2 92 9.1 Alto
Muj 46.2 64 9.1 Bajo
Muj 60.8 75.5 8.9 Medio
Muj 68.2 83.3 9.7 Alto
Muj 54 70 9.4 Bajo
Muj 64.5 80 9.7 Medio
Muj 71.8 91.3 9.4 Alto
Muj 76.4 86.3 9.7 Alto
Muj 65.6 93.6 8.3 Alto
Muj 43 64.4 8.5 Bajo
Muj 82.6 89.2 9.7 Alto
Muj 43.4 61 9.5 Bajo
Muj 49.8 72.3 8.6 Medio
Muj 58.7 75.5 9.5 Medio
Muj 87.8 96 10.6 Alto
Muj 70.5 80 10.2 Medio
Muj 75.9 86.6 9.2 Alto
Muj 101.8 97.4 10.5 Alto
Muj 76.8 92.6 10 Alto
Muj 81.8 97.1 9.7 Alto
Muj 58.3 74.3 8.9 Medio
Muj 67.5 82.1 10 Medio
Muj 57.3 76.5 8.6 Medio
Muj 42.7 62.1 7.9 Bajo
Muj 49.4 67.3 8.9 Medio
Muj 53.4 67.7 9.5 Bajo
Muj 51.6 63 9.3 Medio
Muj 48.4 67.9 9 Medio
Muj 54.5 67.1 9.3 Bajo
Muj 59.3 65.7 9.2 Medio
Muj 61.8 74.3 8.5 Medio
Muj 63.8 77.1 9.5 Medio
Muj 45.2 64 9.2 Bajo
Muj 47.9 69 8.1 Medio
Muj 70.4 80 10 Medio
Muj 66 82.3 9.2 Medio
Muj 59.2 73.5 9.5 Medio
Muj 48.8 69.4 8.8 Medio
Muj 61.2 83.2 9.6 Medio
Muj 72 89.9 9.3 Alto
Muj 52.3 66.2 9.6 Medio
Muj 44.2 60.1 8.9 Bajo
Muj 45 60.5 8.9 Bajo
Muj 60 72.4 9.8 Medio
Muj 55.2 77.2 8.6 Medio
Muj 60.3 78 9.8 Medio
Muj 48.9 72.1 8.9 Medio
Muj 66.6 81.4 10.1 Alto
Muj 51.9 67.1 8.8 Bajo
Muj 46.9 65 9.3 Bajo
Muj 45.2 60.8 8.5 Bajo
Muj 53.3 64.4 10.1 Bajo
Muj 53.9 67.7 9.4 Medio
Muj 59.7 73.7 10.2 Medio
Muj 62.6 74.7 9.4 Medio
Muj 55.7 75.3 9.5 Medio
Muj 53.8 71.2 9.4 Medio
Muj 73.4 97.4 9 Alto
Muj 57.8 71 9.6 Medio
Muj 57.6 72.3 8.5 Medio
Muj 59.9 69.5 9.4 Medio
Muj 65.8 82.4 9.5 Medio
Muj 77.7 91.7 9.2 Alto
Muj 59.6 68.3 9.8 Medio
Muj 50.8 60.4 8.6 Medio
Muj 56.4 74.5 9.4 Medio
Muj 57.1 74.8 9.5 Bajo
Muj 51 73.4 9.4 Bajo
Muj 62.6 75.9 9.3 Medio
Muj 71.3 77.6 9 Medio
Muj 56.8 69.6 10.5 Bajo
Muj 64.6 77.5 9.7 Medio
Muj 69.1 86.5 9.1 Alto
Muj 55.1 71.5 8.9 Medio
Muj 69.3 86.3 9 Alto
Muj 55.5 67.2 9.7 Medio
Muj 67.7 82.5 10.5 Medio
Muj 61.1 77.2 8.9 Medio
Muj 60.5 79.5 10.2 Medio
Muj 62.2 72.7 10 Medio
Muj 61.2 73.5 9.4 Medio
Muj 51.5 64.4 9.4 Bajo
Muj 58 74.6 9.6 Medio
Muj 57.3 82.6 9.5 Medio
Muj 52.3 79.7 8.6 Medio
Muj 56.9 72.1 9.7 Medio
Muj 71.7 95.6 9.6 Alto
Muj 49.6 63.9 9.4 Bajo
Muj 66.2 89.6 9.2 Medio
Muj 44.5 74 8.6 Bajo
Muj 71 95.8 9.3 Alto
Muj 56.7 74.3 9.7 Medio
Muj 53.8 72.6 9.1 Bajo
Muj 62.3 73.6 9.8 Medio
Muj 59.1 82.5 8.9 Alto
Muj 45.9 65.4 8.5 Bajo
Muj 65.8 78.4 9.7 Medio
Muj 62.1 82.3 9.7 Medio
Muj 53.2 70 9.9 Medio
Muj 77.1 87.5 10.1 Alto
Muj 63.4 78.2 9 Medio
Muj 64.3 87.6 9.2 Alto
Muj 60.4 83.5 9.2 Medio
Muj 70.2 83.6 9.5 Alto
Muj 58.3 77.8 9.9 Medio
Muj 54.1 74.3 9.4 Medio
Muj 54.5 70.5 9.9 Medio
Muj 66.8 85.2 9.3 Alto
Muj 61.2 80.8 9.9 Medio
Muj 62.1 84 8.6 Medio
Muj 60.7 73.6 9.1 Medio
Muj 65.3 82.4 10 Medio
Muj 51.5 74.2 8.6 Medio
Muj 66.4 83 9.9 Medio
Muj 68.3 77.4 8.7 Alto
Muj 47.8 66 8.1 Medio
Muj 66.4 81.8 8.9 Alto
Muj 49.4 63.4 9.5 Medio
Muj 74.6 82.7 9.6 Alto
Muj 64.7 83.2 8.7 Alto
Muj 59.7 93.3 8.8 Alto
Muj 59.2 73.1 10 Medio
Muj 50.5 67.1 9.7 Bajo
Muj 66.9 90.6 8.5 Alto
Muj 69.4 83.1 10.1 Medio
Muj 62.2 76.2 9.5 Medio
Muj 56.3 71.1 10 Medio
Muj 68.3 76.6 9 Medio
Muj 52.9 72.1 8.9 Bajo
Muj 49.2 66.2 9.1 Medio
Muj 66.3 82.8 9.7 Medio
Muj 73.5 82 9.9 Medio
Muj 50.4 67.4 10 Bajo
Muj 66.4 70.1 9.9 Medio
Muj 66 87 9.1 Alto
Muj 65.2 90 9.4 Medio
Muj 53.9 67 9.8 Medio
Muj 59.1 80.3 9.9 Medio
Muj 66.3 83 9.1 Alto
Muj 67.2 85.3 9.7 Alto
Muj 53.6 68.2 8.6 Medio
Muj 54.3 75.5 8.7 Medio
Muj 64 87.2 9.3 Medio
Muj 52.5 71.2 9 Medio
Muj 64.5 85.4 9.8 Medio
Muj 54.4 71.1 9.2 Medio
Muj 72.1 86.2 9.8 Alto
Muj 54 67.4 10 Bajo
Muj 65.3 77.3 10 Medio
Muj 63.8 81.5 8.9 Medio
Muj 58.9 77.9 9.7 Medio
Muj 49.9 68.8 8.9 Medio
Muj 66 79.7 8.9 Medio
Muj 45.4 63.2 8.6 Bajo
Muj 61.6 81.6 9 Medio
Muj 58.7 77.9 9 Medio
Muj 73.2 89.6 9.2 Alto
Muj 63.4 82.6 9.4 Alto
Muj 55.5 73.6 9.5 Medio
Muj 70.6 78.1 9.3 Alto
Muj 60.1 79.8 8.6 Medio
Muj 59.9 80.8 9.3 Medio
Muj 63.2 82.8 9.7 Medio
Muj 56 74.4 8.8 Medio
Muj 62.2 77.2 10.1 Medio
Muj 48.5 61 9.2 Bajo
Muj 53 67.1 8.7 Medio
Muj 62.3 83.6 8.9 Medio
Muj 60.4 79.3 9.2 Medio
Muj 64.9 80.6 9.1 Medio
Muj 71.6 96.5 9.6 Alto
Muj 72.7 87.8 9.6 Alto
Muj 57.8 72.7 9.7 Medio
Muj 53.6 73.3 9.3 Medio
Muj 46.2 62.9 8.4 Bajo
Muj 62.8 80.4 9 Medio
Muj 74.4 91.3 10 Alto
Muj 55.5 79 8.9 Medio
Muj 56.9 74.9 8.6 Medio
Muj 57.2 71.3 9.7 Medio
Muj 53.1 69 9 Medio
Muj 69.1 77.3 9.7 Medio
Muj 50 63.6 8.7 Bajo
Muj 69.4 80.8 10.3 Medio
Muj 60.9 66.7 10.3 Medio
Muj 80.3 96.1 10.3 Alto
Muj 53 68.7 9.4 Medio
Muj 60.7 77.9 9.1 Medio
Muj 50.4 69.5 8.6 Medio
Muj 47.5 65 9.5 Bajo
Muj 50.9 71.6 10 Medio
Muj 45.9 64.2 9.4 Bajo
Muj 77.4 94.6 10.1 Alto
Muj 64 83.6 9.4 Medio
Muj 60.7 81.2 9.4 Medio
Muj 60.9 75.6 9.1 Medio
Muj 55.8 67.3 9.4 Medio
Muj 56.2 67.6 9.8 Medio
Muj 61.7 79.3 9.5 Medio
Muj 52.9 68.8 9.2 Medio
Muj 62.4 70 9.7 Bajo
Muj 55 66.6 9.6 Medio
Muj 65.6 74.4 10 Medio
Muj 58.1 78.7 9.4 Medio
Muj 53.7 69.2 9.9 Medio
Muj 43.1 64.2 9.6 Bajo
Muj 47.1 58.3 9.4 Bajo
Muj 53.6 64.5 9.1 Medio
Muj 57.6 69.4 10.1 Medio
Muj 61.6 80.2 9.3 Medio
Muj 59.1 79.4 9.5 Medio
Muj 50.8 67.2 9.6 Bajo
Muj 64.8 71.1 10.2 Medio
Muj 53.7 71.7 9 Medio
Muj 51.9 65.2 10.1 Medio
Muj 47.2 63 9.6 Bajo
Muj 81.5 104.1 9.8 Alto
Muj 51.1 73 8.9 Medio
Muj 59.7 70.5 9.8 Medio
Muj 71.5 87.7 9.4 Alto
Muj 50.1 75 9.3 Medio
Muj 65.1 89.8 9.2 Alto
Muj 62.6 91.8 9.2 Alto
Muj 73.7 89.5 9.6 Alto
Muj 60.1 78.4 8.8 Alto
Muj 73.4 83.5 10.4 Medio
Muj 51.8 73 8.7 Medio
Muj 59.3 73.8 9.4 Medio
Muj 42.8 62 8.3 Bajo
Muj 54.9 66.9 9.2 Medio
Muj 69.5 73 9.5 Medio
Muj 53.2 70.7 9.4 Medio
Muj 50.9 66.7 9.1 Bajo
Muj 56.8 73.3 9 Medio
Muj 49 65 8.6 Bajo
Muj 56 69.7 9 Medio
Muj 52.2 66.2 8.6 Medio
Muj 53.2 72 9.1 Medio
Muj 56 68.1 9.4 Medio
Muj 51.5 70.9 9.2 Medio
Muj 61.3 73.9 8.6 Medio
Muj 56.8 65.3 9.5 Bajo
Muj 74.1 85.2 9.7 Alto
Muj 63 88.3 9 Alto
Muj 60.6 76.4 9.7 Medio
Muj 68 75.2 9.5 Medio
Muj 85 105.5 8.8 Alto
Muj 64 81.6 9 Alto
Muj 61.5 73.3 9.8 Medio
Muj 59 74.9 9.2 Medio
Muj 64 84.1 9.9 Medio
Muj 68 87.5 9.6 Alto
Muj 53.5 71.9 9.7 Medio
Muj 56 70 8.8 Medio
Muj 54 73.9 9.4 Medio
Muj 50 69.6 8.8 Medio
Muj 65 74.5 9.9 Medio
Muj 62 77.6 9.6 Medio
Muj 55 75.4 9.4 Medio
Muj 60 78.9 9 Medio
Muj 57.2 74.9 9 Medio
Muj 57.4 74.4 9.9 Medio
Muj 52.9 68.8 9 Medio
Muj 68.9 79.5 9.6 Medio
Muj 61.5 79.6 9.2 Medio
Muj 67.6 79.6 9.7 Medio
Muj 56 73.7 8.9 Medio
Muj 60.2 76.6 9 Medio
Muj 57.3 73.9 9.4 Medio
Muj 46.9 72.6 9.2 Bajo
Muj 60.3 74.3 9.7 Medio
Muj 48 70.1 8.9 Medio
Muj 55.1 74.1 9.5 Medio
Muj 53 72.7 9.7 Medio
Muj 47.1 66.1 9.5 Bajo
Muj 56.7 84.6 8.7 Medio
Muj 53.9 79 9.3 Medio
Muj 58.7 68.8 9.6 Medio
Muj 54.5 76 9.5 Medio
Muj 54.8 71.5 9.2 Medio
Muj 58.6 75.4 8.9 Medio
Muj 49.1 68.4 9.4 Bajo
Muj 48 69.6 8.8 Medio
Muj 58.9 70.9 9.2 Medio
Muj 44.9 62.5 9.1 Bajo
Muj 55.7 73.1 8.9 Medio
Muj 58.5 77.6 9.1 Medio
Muj 69.9 88.4 10.2 Medio
Muj 57.3 73.4 9 Medio
Muj 52.7 67.2 9.2 Medio
Muj 46.9 60.3 9.2 Bajo
Muj 65.3 72 9.9 Medio
Muj 46.9 71.2 8.5 Medio
Muj 67.8 77.4 9.6 Alto
Muj 61.9 81.2 9 Medio
Muj 60.5 72.2 9.7 Medio
Muj 53.2 68.5 9.5 Medio
Muj 54.8 68 8.8 Medio
Muj 57.5 70.6 10.4 Medio
Muj 47.9 61.4 9.1 Bajo
Muj 89.6 105 10.3 Alto
Muj 75 83.6 9.7 Alto
Muj 76.2 85.2 9.3 Alto
Muj 59.9 73.9 9.4 Medio
Muj 48.4 67.7 9.5 Bajo
Muj 59.4 73.9 9.5 Medio
Muj 67.7 82.9 9.3 Medio
Muj 64.5 80.7 9.3 Medio
Muj 60.3 74 10 Medio
Muj 50.2 66 9 Bajo
Muj 77.3 96.4 10.1 Alto
Muj 63.1 76.5 9.3 Medio
Muj 56.5 67.7 9.5 Medio
Muj 48.6 62.7 8.8 Bajo
Muj 60.3 73.4 9.6 Medio
Muj 52.2 75.1 9 Medio
Muj 61.6 75.4 9.2 Medio
Muj 55.1 70 9.3 Medio
Muj 47.4 63.1 10.2 Bajo
Muj 77 89.1 9.6 Alto
Muj 45.2 69 8.8 Bajo
Muj 61.1 75.3 9.2 Medio
Muj 57.6 79.8 9 Medio
Muj 63.6 77.3 9.5 Medio
Muj 51.4 72.8 8.9 Medio
Muj 53.9 61.6 9.7 Bajo
Muj 48.2 73.1 8.6 Medio
Muj 51.5 63.1 9.6 Bajo
Muj 51.1 67.3 9.5 Medio
Muj 71.2 74.2 9.5 Medio
Muj 60.4 75.8 9.8 Medio
Muj 61.6 78.6 8.6 Medio
Muj 75.8 88.1 9.4 Alto
Muj 42.6 64.2 9.2 Bajo
Muj 55.8 76.9 9.6 Medio
Muj 62.3 76.3 9 Medio
Muj 59.8 70.1 9.2 Medio
Muj 80.3 95 9.4 Alto
Muj 54.3 71 8.7 Medio
Muj 52.9 74.5 8.5 Medio
Muj 74.8 87 8.4 Alto
Muj 63 80 9.7 Medio
Muj 63.9 75.4 8.8 Medio
Muj 59.1 73.3 9.6 Medio
Muj 54.4 76 8.4 Medio
Muj 54.5 80 8.8 Medio
Muj 65.1 82 9.3 Medio
Muj 57.4 71 8.8 Medio
Muj 50.9 71.4 8.9 Medio
Muj 62.4 84.9 9.4 Medio
Muj 50.1 73 9 Medio
Muj 56.5 79.8 8.6 Medio
Muj 54.9 77.2 9.3 Medio
Muj 74.9 87.7 9.1 Alto
Muj 54.7 76.3 8.4 Medio
Muj 64.2 79.9 9 Medio
Muj 68.9 95.5 9.3 Alto
Muj 54.9 76.8 8.9 Medio
Muj 51.8 69.9 9.1 Medio
Muj 55.6 74.1 8.7 Medio
Muj 54.4 72.6 8.8 Medio
Muj 46.8 70.2 9 Medio
Muj 55.8 74.8 8.9 Medio
Muj 63.1 72.7 9.8 Medio
Muj 67.8 80.2 9.2 Medio
Muj 48.2 66.8 8.8 Bajo
Muj 53.8 77.8 8.7 Medio
Muj 48.8 63.6 9.6 Bajo
Muj 68.1 96.8 8.9 Alto
Muj 62.2 81 8.5 Medio
Muj 61.8 72.9 9.1 Medio
Muj 70.3 82.9 9.1 Medio
Muj 84.2 103.6 9.5 Alto
Muj 46.6 68.2 8 Medio
Muj 73.5 94.3 8.8 Alto
Muj 65 79.8 8.9 Medio
Muj 60 75.6 9.1 Medio
Muj 52.3 70.1 8.3 Medio
Muj 53.4 81.7 8.7 Medio
Muj 63.7 78.6 9.1 Medio
Muj 39.6 62.4 8.9 Bajo
Muj 63.8 86.3 8.6 Alto
Muj 64 84.2 9.2 Alto
Muj 72 97.6 9.3 Alto
Muj 60.9 77 8.8 Medio
Muj 54.5 72.8 9.2 Medio
Muj 52.6 73.8 8.3 Medio
Muj 52.6 67.4 8.6 Bajo
Muj 55.6 73.6 9 Medio
Muj 62.1 77 9.1 Medio
Muj 48.7 69 8.4 Medio
Muj 67.9 87.1 9.2 Alto
Muj 62.4 76.7 9.1 Medio
Muj 56.2 76.5 9.5 Medio
Muj 65.3 82.6 9 Alto
Muj 63.2 86.1 8.4 Alto
Muj 49.2 64.4 8.4 Bajo
Muj 51.7 71.3 8.7 Medio
Muj 53.7 74.7 9.3 Medio
Muj 67.1 78.4 9.8 Medio
Muj 48.4 74.4 8.8 Medio
Muj 56.2 72.7 8.5 Medio
Muj 51.6 75 8.9 Medio
Muj 58.2 77.4 9.1 Medio
Muj 59.2 78.1 9.1 Medio
Muj 53.4 83.2 8.9 Medio
Muj 53.4 69.2 8.6 Medio
Muj 47.6 61.5 9.1 Bajo
Muj 61.5 74.7 9.1 Medio
Muj 61.3 79.1 8.6 Medio
Muj 50.8 67.9 8.9 Bajo
Muj 47.5 64 8.5 Medio
Muj 61.3 77.8 8.9 Medio
Muj 52.7 77.4 9.5 Medio
Muj 42.3 70.1 8.1 Bajo
Muj 77.6 89 9.6 Alto
Muj 69.3 81.8 9.2 Medio
Muj 60.4 77.8 9.7 Medio
Muj 50.8 67.1 8.3 Bajo
Muj 57.5 81.9 8.4 Medio
Muj 53.6 84.5 8.4 Medio
Muj 59.9 75 8.8 Medio
Muj 53.9 74.4 8.3 Medio
Muj 59.4 72.3 9.2 Medio
Muj 50.3 75 8.2 Medio
Muj 62.9 78.3 8.8 Medio
Muj 66.3 75.9 9.9 Medio
Muj 59.2 75.7 8.7 Medio
Muj 69.6 84.3 9.3 Medio
Muj 56 73.2 8.9 Medio
Muj 59.2 78.9 8.8 Medio
Muj 58.4 78.7 8.2 Medio
Muj 60.3 78 8.8 Medio
Muj 46.4 62.9 9.3 Bajo
Muj 50.7 70.2 9.4 Bajo
Muj 47.3 63.2 9 Bajo
Muj 61 78.9 9.1 Medio
Muj 62.1 72.4 8.8 Medio
Muj 53 78.7 8.9 Medio
Muj 50.3 66.3 9 Bajo
Muj 62.6 83.9 8.8 Medio
Muj 57.5 74.6 8.8 Medio
Muj 52.8 66.8 8.7 Bajo
Muj 70.4 82.3 9.5 Medio
Muj 47.5 63.1 9.1 Bajo
Muj 55.3 73.7 9.7 Bajo
Muj 44.2 64.1 8.9 Bajo
Muj 50.7 67.7 8.8 Medio
Muj 55.4 76.2 8.2 Medio
Muj 70.4 91.4 9.3 Medio
Muj 68.2 88 9 Alto
Muj 52.5 75.2 8.1 Medio
Muj 61.6 71.7 8.9 Medio
Muj 71.8 86.7 9.6 Alto
Muj 61.7 80.2 9.1 Medio
Muj 69.3 81.2 8.8 Alto
Muj 62.8 82 8.6 Medio
Muj 58.2 79.8 9 Medio
Muj 57.5 79.3 9 Medio
Muj 59.3 80.6 9.2 Medio
Muj 45.1 69.3 8.1 Bajo
Muj 59.4 68.5 8.5 Medio
Muj 62.2 79.1 8.5 Medio
Muj 72.1 92.3 8.8 Alto
Muj 55 84.2 9 Medio
Muj 53.9 73.8 8.2 Medio
Muj 70.9 95.6 8.3 Alto
Muj 47.6 64.9 9.2 Bajo
Muj 55.6 78.7 8.1 Medio
Muj 54.8 74.2 8.7 Medio
Muj 47.3 68.2 9 Bajo
Muj 63.1 82.4 8.5 Medio
Muj 63 84.9 9.2 Medio
Muj 54.5 79.3 9.2 Medio
Muj 55.8 78 8.8 Medio
Muj 49.4 67.6 9.2 Bajo
Muj 51.5 71 8.8 Bajo
Muj 55.4 74.3 8.9 Medio
Muj 63.6 80.2 9.3 Medio
Muj 45.1 61 8.3 Bajo
Muj 57.9 78.7 8.4 Medio
Muj 46.1 62.5 8.6 Bajo
Muj 59.5 73.2 10 Medio
Muj 56.6 67.9 9.1 Medio
Muj 87.2 99.9 8.6 Alto
Muj 60.4 72.3 9.4 Medio
Muj 66 75.8 9.4 Medio
Muj 55.5 68.9 8.5 Medio
Muj 46.8 64.5 9.4 Bajo
Muj 54.3 66.7 9 Medio
Muj 51.4 64.4 9.1 Medio
Muj 54.2 65.5 8.8 Medio
Muj 51.4 68.5 8.9 Medio
Muj 42.9 65.5 8.4 Bajo
Muj 52.6 68.4 9.1 Medio
Muj 47.7 62.5 8.6 Bajo
Muj 85.5 99 9.9 Alto
Muj 65.6 87.2 9 Alto
Muj 53.9 67.1 9.3 Medio
Muj 50.1 69.4 9.3 Medio
Muj 61.8 79.9 8.4 Alto
Muj 67.4 91.1 9.4 Alto
Muj 68.4 81 8.6 Alto
Muj 62.6 72.9 9.7 Medio
Muj 64.4 86 9.5 Alto
Muj 71.7 80.3 9.1 Alto
Muj 68.8 84.5 9.8 Medio
Muj 68.1 87.9 9.6 Medio
Muj 61.2 74.5 9.1 Medio
Muj 61.2 72.5 8.7 Medio
Muj 64.5 91.5 8.7 Medio
Muj 69.4 82.5 9.4 Alto
Muj 53.9 69.5 8.8 Medio
Muj 53.6 74 8.5 Medio
Muj 57.1 71.9 8.9 Medio
Muj 59.5 80.5 8.8 Medio
Muj 81.7 96.1 9.7 Alto
Muj 83.6 103.4 9.3 Alto
Muj 52.8 70.9 9.6 Medio
Muj 55.4 72.3 8.9 Medio
Muj 48.8 62.2 9.3 Bajo
Muj 56.4 69.2 9.6 Medio
Muj 49.1 61.2 9 Bajo
Muj 65 81.3 9.2 Medio
Muj 69.8 89.5 9.5 Medio
Muj 64 78.4 9.5 Medio
Muj 62 81.5 9.3 Medio
Muj 58.1 74.1 8.7 Medio
Muj 66.9 76.5 9.2 Medio
Muj 54.8 66.3 8.8 Medio
Muj 65.2 74.7 9.2 Alto
Muj 58.1 76.5 9.4 Medio
Muj 56.5 69.3 10 Bajo
Muj 59.3 76.5 8.6 Medio
Muj 51.7 72 8.7 Medio
Muj 51.7 62.1 8.8 Medio
Muj 69.6 90.4 9 Alto
Muj 54.2 70.1 9.3 Medio
Muj 78.6 86.4 9.8 Alto
Muj 56.9 72.4 8.9 Medio
Muj 56.9 80.2 8.8 Medio
Muj 47.1 63.3 8.7 Bajo
Muj 60.4 72.5 9 Medio
Muj 62.7 68.6 9.9 Medio
Muj 53.2 66.1 9.1 Medio
Muj 74.5 87.7 9.1 Alto
Muj 53.6 67.3 9 Bajo
Muj 54.5 75.2 9.1 Medio
Muj 46.8 70.4 8.4 Medio
Muj 62.7 74.9 9.9 Medio
Muj 72.1 93.6 9.5 Alto
Muj 75.8 88.4 10.3 Medio
Muj 53.6 72.7 8.8 Medio
Muj 71 93.4 9.7 Alto
Muj 67.7 91.9 8.9 Alto
Muj 57.2 76.6 8.5 Medio
Muj 55.1 80.7 9.7 Medio
Muj 68.3 79.8 9.6 Alto
Muj 65.4 84 9.6 Medio
Muj 66.1 79.6 9.7 Medio
Muj 67.7 96.3 9.3 Alto
Muj 59.8 80.3 9.4 Medio
Muj 48 65.1 9.6 Bajo
Muj 58.9 80.3 8.9 Medio
Muj 70.8 93.2 8.9 Alto
Muj 68.2 93.3 10 Medio
Muj 70.4 84 9.7 Alto
Muj 73.3 95 9.1 Alto
Muj 58.3 82.1 8.9 Medio
Muj 50.3 71 8.6 Medio
Muj 53.5 74.8 9.9 Bajo
Muj 53.5 74.4 8.7 Medio
Muj 61.3 84.5 9.2 Medio
Muj 56.1 69.1 9.4 Medio
Muj 59.1 82.6 9 Medio
Muj 53 69.8 9.6 Medio
Muj 58 80.2 9 Medio
Muj 66.5 86.4 9.3 Alto
Muj 44.2 60.7 8.6 Bajo
Muj 49.1 70.3 9.6 Bajo
Muj 51.4 65.9 8.6 Medio
Muj 56.5 69.4 8.5 Medio
Muj 54.5 77.1 8.4 Medio
Muj 79.7 104.1 9 Alto
Muj 61.3 74.3 9.4 Medio
Muj 50.8 70.1 8.7 Medio
Muj 54.5 77.5 8.8 Medio
Muj 46.2 62.1 8.9 Bajo
Muj 64.3 74.3 9.6 Medio
Muj 47.7 68.2 9 Bajo
Muj 49.4 67.5 8.5 Medio
Muj 56.7 65.1 9.6 Medio
Muj 65.7 85.3 8.5 Medio
Muj 46.4 70.6 8.9 Medio
Muj 59.3 74.8 9.7 Medio
Muj 53.7 63.7 8.4 Medio
Muj 60 76.3 8.8 Medio
Muj 54.8 70.4 8.5 Medio
Muj 54.5 69.9 9 Medio
Muj 63.6 73.4 9.2 Medio
Muj 50.2 69.1 8.6 Bajo
Muj 55.9 68.9 8.6 Medio
Muj 66.7 79.9 9.3 Medio
Muj 74.3 74.8 9.6 Medio
Muj 68.9 76.7 9.5 Medio
Muj 49.6 65.2 9.4 Bajo
Muj 52 67.2 9 Medio
Muj 42.3 60.2 8.2 Bajo
Muj 55.3 73.6 9.1 Medio
Muj 50.9 66 8.1 Medio
Muj 48.9 61.5 8.5 Bajo
Muj 63.5 76.7 9.3 Medio
Muj 61 71 9.3 Medio
Muj 46.7 62.5 9.6 Bajo
Muj 49.2 66.2 8.5 Medio
Muj 56 67.3 9.9 Medio
Muj 61.5 70.3 9.4 Medio
